numero_reg,tipo,ente,oggetto,data_pubblicazione,data_scadenza,link_dettaglio,allegati,data_pubblicazione_normalizzata,data_scadenza_normalizzata
0372/2021,Determine Dirigenziali,Comune di SQUILLACE,Fornitura carburante automezzi comunali - mese di giugno - impegno di spesa,09/06/2021,19/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9130644&sez=&data1=09/06/2021&data2=19/06/2021,allegati/fonte1/0372/2021/- det. n. 191_2021.pdf,2021-06-09,2021-06-19
0371/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione compensi professionali avv. Giovanni Costa - Ricorso proposto dal comune di Borgia al Ministero della Giustizia ....,09/06/2021,19/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9130635&sez=&data1=09/06/2021&data2=19/06/2021,allegati/fonte1/0371/2021/- det. n. 176_2021.pdf,2021-06-09,2021-06-19
0370/2021,Determine Dirigenziali,Comune di SQUILLACE,SERVIZI PER CONTO DELL'OSL - LIQUIDAZIONE FATTURA ASSIST S.P.A.  N. 640/PA,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120640&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0370/2021/- DET.N. 212_2021.pdf,2021-06-09,2021-06-24
0369/2021,Determine Dirigenziali,Comune di SQUILLACE,SERVIZI PER CONTO DELL'OSL - LIQUIDAZIONI FATTURE ASSIST S.P.A.  N.639 PA,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120625&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0369/2021/- Det. n. 211_2021.pdf,2021-06-09,2021-06-24
0368/2021,Determine Dirigenziali,Comune di SQUILLACE,SERVIZI PER CONTO DELL'OSL - LIQUIDAZIONI SPESE DI LITE STUDIO LEGALE AVV. TIMPANO/MONGIARDO,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120613&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0368/2021/- Det. n. 210 _2021.pdf,2021-06-09,2021-06-24
0367/2021,Determine Dirigenziali,Comune di SQUILLACE,SERVIZI PER CONTO DELL'OSL - LIQUIDAZIONI COMPETENZE AVV. IELO M. FRANCESCA,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120634&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0367/2021/- Det. n. 209_2021.pdf,2021-06-09,2021-06-24
0366/2021,Determine Dirigenziali,Comune di SQUILLACE,SERVIZI PER CONTO DELL'OSL - LIQUIDAZIONI COMPETENZE AVV. IELO M. FRANCESCA,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120621&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0366/2021/- Det. n. 208_2021.pdf,2021-06-09,2021-06-24
0365/2021,Determine Dirigenziali,Comune di SQUILLACE,SERVIZI PER CONTO DELL'OSL - LIQUIDAZIONI COMPETENZE AVV. IELO M. FRANCESCA,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120636&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0365/2021/- Det. n. 207_2021.pdf,2021-06-09,2021-06-24
0364/2021,Determine Dirigenziali,Comune di SQUILLACE,SERVIZI PER CONTO DELL'OSL - LIQUIDAZIONI COMPETENZE DEL COMMISSARIO,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120616&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0364/2021/- Det. n. 206_2021.pdf,2021-06-09,2021-06-24
0363/2021,Delibere OSL,Comune di SQUILLACE,OGGETTO: Dissesto Finanziario –  Liquidazione fatture a ASSIST S.p.A.  per il servizio di supporto alla riscossione coattiva e ingiunzioni fiscali.- a) Compensi per attività di recupero crediti - Expert  periodo MARZO 2021; b) Attività a supporto della riscossione coattiva export periodo MARZO 2021 cui alla Convenzione Assistcoattivo sottoscritta in data 15 novembre 2018,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120606&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0363/2021/- delibera 33-2021.pdf,2021-06-09,2021-06-24
0362/2021,Delibere OSL,Comune di SQUILLACE,OGGETTO: Dissesto Finanziario –  Liquidazione fatture a ASSIST S.p.A.  per il servizio di supporto alla riscossione coattiva e ingiunzioni fiscali.- a) Compensi per attività di recupero crediti - AC  periodo MARZO 2021; b) Attività a supporto della riscossione coattiva AC periodo MARZO 2021; c) Anticipazione Postale-Massive cui alla Convenzione Assistcoattivo sottoscritta in data 15 novembre 2018.,09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9120649&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0362/2021/- delibera 32-2021.pdf,2021-06-09,2021-06-24
0361/2021,Delibere di giunta,Comune di SQUILLACE,"Approvazione studio di fattibilità tecnico-economica, dichiarazione di pubblica utilità e nomina promotore della proposta di affidamento in concessione, mediante Project Financing, ai sensi dell’art. 183 comma 15 del D.Lgs. n. 50/2016 e s.m.i., del “Servizio di gestione e manutenzione, nonchè adeguamento, ammodernamento tecnologico e funzionale e risparmio energetico degli impianti di pubblica illuminazione esistenti sul territorio del Comune di Squillace” – Contratto rendimento energetico.",09/06/2021,09/07/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9110630&sez=&data1=09/06/2021&data2=09/07/2021,allegati/fonte1/0361/2021/- Delibera_G.C._n.47_del_28.05.2021.pdf,2021-06-09,2021-07-09
0360/2021,Ordinanze,Comune di SQUILLACE,"Ordinanza: ""Aree di sosta per parcheggi a pagamento""",09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9110617&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0360/2021/- ord.n.179.pdf,2021-06-09,2021-06-24
0359/2021,Ordinanze,Comune di SQUILLACE,"Chiusura strada che collega piazza San Nicola - alla via dei Fenici ""via Olimpia ""dalle ore 17 alle ore 20:30 del giorno 11/06/21",09/06/2021,24/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9100624&sez=&data1=09/06/2021&data2=24/06/2021,allegati/fonte1/0359/2021/- ord. n.172.pdf,2021-06-09,2021-06-24
0358/2021,Determine Dirigenziali,Comune di SQUILLACE,Interventi di riqualificazione e recupero ambientale di aree degradate - Liquidazione saldo 1° ed ultimo S.A.L. ( CONTO FINALE DEI LAVORI).,08/06/2021,23/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=8090628&sez=&data1=08/06/2021&data2=23/06/2021,allegati/fonte1/0358/2021/- Det._n.203_del_07.06.2021.pdf,2021-06-08,2021-06-23
0357/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione compensi professionali avv. Domenico Calderoli - Ricorso in appello Consiglio di Stato proposto da Fondazione Città Solidale Onlus,07/06/2021,17/06/2021,,,2021-06-07,2021-06-17
Pubblicazione Annullata N.Reg0357/2021Data Annullamento :13/07/2021Motivazione :errore materialeResponsabile:Grazie Fiorenza,,,,,,,,,
0356/2021,Delibere OSL,Comune di SQUILLACE,OGGETTO: Dissesto Finanziario –  Approvazione lista di carico delle spese e competenze di lite su sentenze della Commissione Tributaria Provinciale di Catanzaro – incremento della massa attiva del dissesto – Attivazione procedura di riscossione coattiva del credito.-,07/06/2021,22/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=7120637&sez=&data1=07/06/2021&data2=22/06/2021,allegati/fonte1/0356/2021/- delibera 31-2021.pdf,2021-06-07,2021-06-22
0355/2021,Determine Dirigenziali,Comune di SQUILLACE,Contributo comuni per efficientamento energetico e sviluppo territoriale sostenibile - annualità 2020.,07/06/2021,22/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=7110606&sez=&data1=07/06/2021&data2=22/06/2021,allegati/fonte1/0355/2021/- Det_n_199_del_07-06-2021.pdf,2021-06-07,2021-06-22
0354/2021,Determine Dirigenziali,Comune di SQUILLACE,Contributo ai comuni per l'efficientamento energetico e sviluppo territoriale sostenibile - annualità 2020,07/06/2021,22/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=7110637&sez=&data1=07/06/2021&data2=22/06/2021,allegati/fonte1/0354/2021/- Det_n.198_del_07-06-2021.pdf,2021-06-07,2021-06-22
0353/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - manutenzione straordinaria impianti di pubblica illuminazione - Ditta BSB IMPIANTI.,07/06/2021,22/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=7110658&sez=&data1=07/06/2021&data2=22/06/2021,allegati/fonte1/0353/2021/- Det_n.197_del 07-06-2021.pdf,2021-06-07,2021-06-22
0352/2021,Determine Dirigenziali,Comune di SQUILLACE,DELIBERAZIONE C.C. N. 33 DEL 27/12/2019: DETERMINAZIONI,07/06/2021,22/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=7110610&sez=&data1=07/06/2021&data2=22/06/2021,allegati/fonte1/0352/2021/- DET.N. 194_2021.pdf,2021-06-07,2021-06-22
0351/2021,Determine Dirigenziali,Comune di SQUILLACE,"Leggittimazione ed affrancazione area demanio uso civico, ubicata nel territorio di Borgia ma di propietà del comune di Squillace",07/06/2021,22/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=7100641&sez=&data1=07/06/2021&data2=22/06/2021,allegati/fonte1/0351/2021/- det_n.200_del 07-06-2021.pdf,2021-06-07,2021-06-22
0350/2021,avvisi vari,Comune di SQUILLACE,AVVISO AD OPPONENDUM - “Realizzazione di un Impianto Sportivo Polifunzionale – Campo di Calcio”.,04/06/2021,04/07/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=4150653&sez=&data1=04/06/2021&data2=04/07/2021,allegati/fonte1/0350/2021/- Avviso ad Opponendum.pdf,2021-06-04,2021-07-04
0349/2021,Delibere di giunta,Comune di SQUILLACE,"Armonizzazione di sistemi e degli schemi contabili di cui al D.Lgs. n. 118/2011. esercizio dell'opzione di non tenere la contabilità economico-patrimoniale (art. 57 comma 2-ter, d.l. 124/2019)",03/06/2021,18/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3130643&sez=&data1=03/06/2021&data2=18/06/2021,allegati/fonte1/0349/2021/- G.C. n. 48_2021.pdf,2021-06-03,2021-06-18
0348/2021,Determine Dirigenziali,Comune di SQUILLACE,Piano di rateizzazione cartelle Agenzia Entrate,03/06/2021,18/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3120632&sez=&data1=03/06/2021&data2=18/06/2021,allegati/fonte1/0348/2021/- DET.N. 195_21.pdf,2021-06-03,2021-06-18
0347/2021,Determine Dirigenziali,Comune di SQUILLACE,Restituzione deposito cauzionale - Determinazioni -,03/06/2021,18/06/2021,,,2021-06-03,2021-06-18
Pubblicazione Annullata N.Reg0347/2021Data Annullamento :07/06/2021Motivazione :ERRORE BATTITURA TESTOResponsabile:Grazie Fiorenza,,,,,,,,,
0346/2021,Determine Dirigenziali,Comune di SQUILLACE,Adesione alla definizione agevolata rata n. 8,03/06/2021,18/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3110609&sez=&data1=03/06/2021&data2=18/06/2021,allegati/fonte1/0346/2021/- det. n. 193_21.pdf,2021-06-03,2021-06-18
0345/2021,Determine Dirigenziali,Comune di SQUILLACE,Nomina consulente di parte - determinazioni -.,03/06/2021,13/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3100652&sez=&data1=03/06/2021&data2=13/06/2021,"allegati/fonte1/0345/2021/- det.n. 188_2021.pdf,allegati/fonte1/0345/2021/- incarico legale cardamone.pdf",2021-06-03,2021-06-13
0344/2021,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa Ditta Atelier Ascioti s.r.l. -Fornitura vestiario estivo,03/06/2021,18/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3090653&sez=&data1=03/06/2021&data2=18/06/2021,allegati/fonte1/0344/2021/- det. n. 190 del 31-05-21.pdf,2021-06-03,2021-06-18
0343/2021,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa- Ditta F.lli Camporato lavori di estumulazione,03/06/2021,18/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3090623&sez=&data1=03/06/2021&data2=18/06/2021,allegati/fonte1/0343/2021/- det. n. 166 del 31-05-21.pdf,2021-06-03,2021-06-18
0342/2021,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa Ditta Grafiche Falcone,03/06/2021,18/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3090647&sez=&data1=03/06/2021&data2=18/06/2021,allegati/fonte1/0342/2021/- det. n.189 del 31-05-21.pdf,2021-06-03,2021-06-18
0341/2021,Delibere di giunta,Comune di SQUILLACE,Manifestazione d'interesse a partecipare  alla richiesta di contributo di cui all'art.75 L.R.13/85 - annualità 2021.-,01/06/2021,16/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=1180641&sez=&data1=01/06/2021&data2=16/06/2021,allegati/fonte1/0341/2021/- G.C. n.49_2021.pdf,2021-06-01,2021-06-16
0340/2021,Stato Civile - Pubb. di matrimonio,Comune di SQUILLACE,Pubblicazione matrimonio Varano - Guerrera,01/06/2021,09/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=1130634&sez=&data1=01/06/2021&data2=09/06/2021,allegati/fonte1/0340/2021/- pubblicazione varano guerrera.pdf,2021-06-01,2021-06-09
0339/2021,Delibere di giunta,Comune di SQUILLACE,aTTO DI INDIRIZZO PER NOMINA CONSULENTE DI PARTE,31/05/2021,15/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=31130556&sez=&data1=31/05/2021&data2=15/06/2021,allegati/fonte1/0339/2021/- G.C.. N.46_2021.pdf,2021-05-31,2021-06-15
0338/2021,Determine Dirigenziali,Comune di SQUILLACE,Fornitura vasi ornamentali in terracotta per la sistemazione di piazza Duomo,31/05/2021,15/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=31080514&sez=&data1=31/05/2021&data2=15/06/2021,allegati/fonte1/0338/2021/- Det. n. 185 del 21.05.2021.pdf,2021-05-31,2021-06-15
0337/2021,Delibere di consiglio,Comune di SQUILLACE,pREFETTURA DI cATANZARO TRASMISSIOEN dECRETO mINISTERO DELL'inTERNO DI APPROVAZIONE DEL PIANO DI ESTINZIONE DELLE PASSIVITA' PREGERSSE DELIBERA OSL 134/2020 PRESA ATTO . DETERMINAZIONI,28/05/2021,12/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=28130532&sez=&data1=28/05/2021&data2=12/06/2021,allegati/fonte1/0337/2021/- CC N.9_2021.pdf,2021-05-28,2021-06-12
0336/2021,Determine Dirigenziali,Comune di SQUILLACE,Fornitura vasi ornamentali in terracotta per la sistemazione di Piazza Duomo,28/05/2021,12/06/2021,,,2021-05-28,2021-06-12
Pubblicazione Annullata N.Reg0336/2021Data Annullamento :31/05/2021Motivazione :Errore materialeResponsabile:Grazie Fiorenza,,,,,,,,,
0335/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione spesa potatura alberi piazza Duomo,28/05/2021,12/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=28120523&sez=&data1=28/05/2021&data2=12/06/2021,allegati/fonte1/0335/2021/- Det.n. 184 del 21.05.2021.pdf,2021-05-28,2021-06-12
0334/2021,Delibere di consiglio,Comune di SQUILLACE,Regolamento per il servizio di raccolta a domicilio dei rifiuti ingombranti - Approvazione,28/05/2021,12/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=28100526&sez=&data1=28/05/2021&data2=12/06/2021,"allegati/fonte1/0334/2021/- Delibera CC n. 08 del 22.05.2021.pdf,allegati/fonte1/0334/2021/- Regolamento raccolta ingombranti.pdf",2021-05-28,2021-06-12
0333/2021,Delibere di giunta,Comune di SQUILLACE,"Approvazione progetto fattibilità tecnico-economica dei lavori di “Riqualificazione, manutenzione e ripristino funzionale dei percorsi del Giardino Botanico, sito in via Alessi a Squillace (CZ”.",28/05/2021,12/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=28100506&sez=&data1=28/05/2021&data2=12/06/2021,allegati/fonte1/0333/2021/- Delibera GC n.44 del 26.05.2021.pdf,2021-05-28,2021-06-12
0332/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione stasatura tratti rete reflui,28/05/2021,12/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=28100521&sez=&data1=28/05/2021&data2=12/06/2021,allegati/fonte1/0332/2021/- Det. n.183 del 21.05.2021.pdf,2021-05-28,2021-06-12
0331/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione canone mese Aprile 2021 servizio gestione depuratori,28/05/2021,12/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=28100554&sez=&data1=28/05/2021&data2=12/06/2021,allegati/fonte1/0331/2021/- Det. n. 182 del 21.05.2021.pdf,2021-05-28,2021-06-12
0330/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione canone mese Aprile 2021 servizio RSU,28/05/2021,12/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=28100539&sez=&data1=28/05/2021&data2=12/06/2021,allegati/fonte1/0330/2021/- Det. n. 181 del 21.05.2021.pdf,2021-05-28,2021-06-12
0329/2021,Delibere di consiglio,Comune di SQUILLACE,Delibera Corte dei Conti Sezione Controllo per la Calabria n. 75/2021 - Presa atto --.,27/05/2021,11/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=27110515&sez=&data1=27/05/2021&data2=11/06/2021,allegati/fonte1/0329/2021/- C.C. n. 4_2021.pdf,2021-05-27,2021-06-11
0328/2021,Delibere di consiglio,Comune di SQUILLACE,Delibera Consiglio Comunale n. 2 dl 08.04.2021 - Ratifica -.,27/05/2021,11/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=27110547&sez=&data1=27/05/2021&data2=11/06/2021,allegati/fonte1/0328/2021/- C.C. n. 3_2021.pdf,2021-05-27,2021-06-11
0327/2021,Delibere di giunta,Comune di SQUILLACE,Destinazione cinque per mille del gettito IRPEF per finalità di carattere sociale.,27/05/2021,11/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=27110554&sez=&data1=27/05/2021&data2=11/06/2021,allegati/fonte1/0327/2021/- G.C. n. 40_2021.pdf,2021-05-27,2021-06-11
0326/2021,Determine Dirigenziali,Comune di SQUILLACE,Ditta S.O.S Car - cambio olio auto P.L. Impegno di spesa,27/05/2021,11/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=27110504&sez=&data1=27/05/2021&data2=11/06/2021,allegati/fonte1/0326/2021/- det.136.pdf,2021-05-27,2021-06-11
0325/2021,Delibere di consiglio,Comune di SQUILLACE,ADOZIONE DEL PIANO TRIENNALE OO.PP. - TRIENNIO 2021-2023 E DELL’ELENCO ANNUALE DEI LAVORI 2021,26/05/2021,25/07/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26180507&sez=&data1=26/05/2021&data2=25/07/2021,"allegati/fonte1/0325/2021/- Delibera n. 05 del 22.05.2021.pdf,allegati/fonte1/0325/2021/- Schede Piano Triennale OO.PP..pdf",2021-05-26,2021-07-25
0324/2021,Delibere di consiglio,Comune di SQUILLACE,"Approvazione Regolamento per l’applicazione delle norme sulla
repressione degli abusi edilizi. Criteri e modalità di calcolo delle sanzioni amministrative pecuniarie e delle somme da corrispondere a titolo di
oblazione previste dal D.P.R. n° 380/2001 e ss.mm.ii.",26/05/2021,25/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26170550&sez=&data1=26/05/2021&data2=25/06/2021,"allegati/fonte1/0324/2021/- Delibera n. 07 del 22.05.2021.pdf,allegati/fonte1/0324/2021/- Regolamento sanzioni edilizie.pdf",2021-05-26,2021-06-25
0323/2021,Delibere di consiglio,Comune di SQUILLACE,"Piano per l’Edilizia Economica e Popolare (PEEP) e Piano per gli Insediamenti Produttivi (PIP).
Provvedimenti per l’anno 2021",26/05/2021,25/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26170510&sez=&data1=26/05/2021&data2=25/06/2021,allegati/fonte1/0323/2021/- Delibera n. 6 del 22.05.2021.pdf,2021-05-26,2021-06-25
0322/2021,Delibere di giunta,Comune di SQUILLACE,Approvazione progetto definitivo dei lavori di “Intervento di Rifunzionalizzazione rete idrica in località Fiasco Baldaia”.,26/05/2021,10/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26170548&sez=&data1=26/05/2021&data2=10/06/2021,"allegati/fonte1/0322/2021/- Delibera n. 45 del 26.05.2021.pdf,allegati/fonte1/0322/2021/- Scheda n. 1.pdf",2021-05-26,2021-06-10
0321/2021,Delibere di giunta,Comune di SQUILLACE,"DPCM del 30 dicembre 2020 - Avviso pubblico per il contributo di progetti relativi ad opere pubbliche di messa in sicurezza, ristrutturazione, riqualificazione o costruzione di edifici di proprietà dei comuni destinati ad asili nido e a scuole dell'infanzia e a centri polifunzionali per i servizi alla famiglia. Ristrutturazione scuola dell’infanzia sita alla via Damiano Assanti in agro del comune di Squillace. - Approvazione progetto definitivo",26/05/2021,10/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26170520&sez=&data1=26/05/2021&data2=10/06/2021,allegati/fonte1/0321/2021/- Delibera n. 42 del 19.05.2021.pdf,2021-05-26,2021-06-10
0320/2021,Delibere di giunta,Comune di SQUILLACE,"DPCM del 30 dicembre 2020 - Avviso pubblico per il contributo di progetti relativi ad opere pubbliche di messa in sicurezza, ristrutturazione, riqualificazione o costruzione di edifici di proprietà dei comuni destinati ad asili nido e a scuole dell'infanzia e a centri polifunzionali per i servizi alla famiglia. Ristrutturazione dell’asilo nido - scuola dell’infanzia sita alla via Feaci in agro del comune di Squillace. - Approvazione progetto definitivo",26/05/2021,10/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26170559&sez=&data1=26/05/2021&data2=10/06/2021,allegati/fonte1/0320/2021/- Delibera n. 41 del 19.05.2021.pdf,2021-05-26,2021-06-10
0319/2021,Delibere di giunta,Comune di SQUILLACE,Legittimazione ed affrancazione di un’area del demanio uso civico dell’Ente al Fg. 32 – P.lle 85 – 86 – 87 – 88 – 89 e 90 in agro del Comune di Squillace,26/05/2021,25/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26170503&sez=&data1=26/05/2021&data2=25/06/2021,allegati/fonte1/0319/2021/- Delibera n. 38 del 19.05.2021.pdf,2021-05-26,2021-06-25
0318/2021,Delibere di giunta,Comune di SQUILLACE,Legittimazione ed affrancazione di un’area del demanio uso civico dell’Ente al Fg. 32 – P.lle 909 e 3053 Sub. 1 e 2 nel territorio del Comune di Borgia ma di proprietà del Comune di Squillace,26/05/2021,25/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26160507&sez=&data1=26/05/2021&data2=25/06/2021,allegati/fonte1/0318/2021/- Delibera n. 37 del 19.05.2021.pdf,2021-05-26,2021-06-25
0317/2021,Delibere di giunta,Comune di SQUILLACE,Piano di lottizzazione Avv. Roberta Quattromani (già Sig.ra Rita Rhodio) – Proroga Convenzione Urbanistica Rep. n° 97361/2003.,26/05/2021,25/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26130534&sez=&data1=26/05/2021&data2=25/06/2021,allegati/fonte1/0317/2021/- Delibera 39 del 19.05.2021.pdf,2021-05-26,2021-06-25
0316/2021,avvisi vari,Comune di SQUILLACE,Comunicazione per irreperibilita'Art. 143 C.p.C.-Sig. Vinci Domenico Gerardo,26/05/2021,03/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26100549&sez=&data1=26/05/2021&data2=03/06/2021,allegati/fonte1/0316/2021/- prot. n. 2649.pdf,2021-05-26,2021-06-03
0315/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di Spesa Fatture Gennaio-Febbraio 2021 Fornitura energia elettrica Sorgenia 2021,26/05/2021,10/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=26090537&sez=&data1=26/05/2021&data2=10/06/2021,allegati/fonte1/0315/2021/- Det._n.180_del_21.5.21.pdf,2021-05-26,2021-06-10
0314/2021,Determine Dirigenziali,Comune di SQUILLACE,Fornitura stampati -Impegno di spesa,25/05/2021,04/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=25120527&sez=&data1=25/05/2021&data2=04/06/2021,allegati/fonte1/0314/2021/- det.n.179_2021.pdf,2021-05-25,2021-06-04
0313/2021,Determine Dirigenziali,Comune di SQUILLACE,Fornitura materiali vari-Impegno di spesa,25/05/2021,04/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=25120525&sez=&data1=25/05/2021&data2=04/06/2021,allegati/fonte1/0313/2021/- det.n.178_2021.pdf,2021-05-25,2021-06-04
0312/2021,Determine Dirigenziali,Comune di SQUILLACE,"Abbonamento rivista ""Lo stato civile"" Anno 2021-liquidazione",24/05/2021,03/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=24120528&sez=&data1=24/05/2021&data2=03/06/2021,allegati/fonte1/0312/2021/- det.n. 177_2021.pdf,2021-05-24,2021-06-03
0311/2021,Delibere OSL,Comune di SQUILLACE,Dissesto Finanziario –  Liquidazione rimborso spese al Commissario Straordinario di Liquidazione,22/05/2021,06/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=22120510&sez=&data1=22/05/2021&data2=06/06/2021,allegati/fonte1/0311/2021/- delibera 30-2021.pdf,2021-05-22,2021-06-06
0310/2021,Delibere OSL,Comune di SQUILLACE,Dissesto Finanziario –  Liquidazione saldo competenze al Commissario Straordinario di Liquidazione,22/05/2021,06/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=22120514&sez=&data1=22/05/2021&data2=06/06/2021,allegati/fonte1/0310/2021/- delibera 29-2021.pdf,2021-05-22,2021-06-06
0309/2021,Delibere OSL,Comune di SQUILLACE,Dissesto Finanziario –  Avv. Ielo Mariafrancesca:  liquidazione competenze per incarico legale conferito con delibera commissariale n. 44 del 29 aprile 2020 — Convenzione del 29/04/2020,22/05/2021,06/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=22120524&sez=&data1=22/05/2021&data2=06/06/2021,allegati/fonte1/0309/2021/- delibera 28-2021.pdf,2021-05-22,2021-06-06
0308/2021,Delibere OSL,Comune di SQUILLACE,Dissesto Finanziario –  Avv. Ielo Mariafrancesca:  liquidazione competenze per incarico legale conferito con delibera commissariale n. 74 del 04 aprile 2019 — Convenzione del 04/04/2019,22/05/2021,06/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=22120512&sez=&data1=22/05/2021&data2=06/06/2021,allegati/fonte1/0308/2021/- delibera 27-2021.pdf,2021-05-22,2021-06-06
0307/2021,Delibere OSL,Comune di SQUILLACE,Dissesto Finanziario –  Avv. Ielo Mariafrancesca:  liquidazione competenze per incarico legale conferito con delibera commissariale n. 26 del 19 febbraio 2019 — Convenzione del 19/02/2019,22/05/2021,06/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=22120557&sez=&data1=22/05/2021&data2=06/06/2021,allegati/fonte1/0307/2021/- delibera 26-2021.pdf,2021-05-22,2021-06-06
0306/2021,Delibere OSL,Comune di SQUILLACE,Dissesto Finanziario – Sentenze Commissione Tributaria Provinciale di Catanzaro – Compensazione e liquidazione spese di lite con il Sig. Paonetti Massimo,22/05/2021,06/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=22120549&sez=&data1=22/05/2021&data2=06/06/2021,allegati/fonte1/0306/2021/- delibera 25-2021.pdf,2021-05-22,2021-06-06
